Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Approximate location,Depth (km),Solution finalised,EVENT ID,ORIGIN ID
5.8,2014-12-31,01:37:33,2014-12-31,12:37:33,-4.419,144.116,"Near N Coast of New Guinea, PNG.",115.0,FINL,945613,1106218
5.8,2014-12-30,21:17:24,2014-12-31,08:17:24,-20.267,-178.414,Fiji Islands Region.,598.0,FINL,945405,1106232
5.8,2014-12-29,09:29:42,2014-12-29,20:29:42,8.534,121.502,"Mindanao, Philippines.",42.0,FINL,944635,1106177
6.6,2014-12-21,11:34:16,2014-12-21,22:34:16,2.006,126.551,Northern Molucca Sea.,63.0,FINL,941238,1099599
6.0,2014-12-17,06:10:07,2014-12-17,17:10:07,-3.674,100.324,"Southern Sumatra, Indonesia.",10.0,FINL,939267,1097491
5.8,2014-12-12,20:22:34,2014-12-13,07:22:34,-18.783,-176.25,Fiji Islands Region.,312.0,FINL,937630,1096220
5.9,2014-12-09,03:09:25,2014-12-09,14:09:25,1.496,126.386,Northern Molucca Sea.,57.0,FINL,936213,1094272
6.7,2014-12-07,01:22:07,2014-12-07,12:22:07,-6.562,154.407,"Bougainville Island Region, PNG.",60.0,FINL,934723,1094205
6.0,2014-12-06,22:05:11,2014-12-07,09:05:11,-6.149,130.538,Banda Sea.,120.0,FINL,934655,1093750
6.5,2014-12-02,05:11:32,2014-12-02,16:11:32,6.06,123.149,"Mindanao, Philippines.",634.0,FINL,932731,1090827
6.7,2014-11-26,14:33:47,2014-11-27,01:33:47,1.867,126.541,Northern Molucca Sea.,59.0,FINL,929810,1087762
6.6,2014-11-21,10:10:23,2014-11-21,21:10:23,2.15,127.095,Northern Molucca Sea.,72.0,FINL,927306,1085951
6.0,2014-11-18,04:47:22,2014-11-18,15:47:22,1.808,126.424,Northern Molucca Sea.,66.0,FINL,925537,1083480
6.0,2014-11-17,01:05:55,2014-11-17,12:05:55,-9.484,155.288,"D'entrecasteaux Islands Region, PNG.",0.0,FINL,924576,1082683
6.8,2014-11-16,22:33:29,2014-11-17,09:33:29,-37.257,179.465,"Off East Coast of North Island, NZ.",77.0,FINL,924447,1082668
6.2,2014-11-15,03:08:05,2014-11-15,14:08:05,-0.293,124.046,Southern Molucca Sea.,96.0,FINL,922979,1081735
7.3,2014-11-15,02:31:44,2014-11-15,13:31:44,1.828,126.521,Northern Molucca Sea.,68.0,FINL,922828,1081725
6.0,2014-11-13,10:24:24,2014-11-13,21:24:24,-15.382,173.2,Fiji Islands Region.,41.0,FINL,922311,1079634
5.9,2014-11-10,21:38:05,2014-11-11,08:38:05,-29.95,-177.242,"Kermadec Islands, NZ.",89.0,FINL,921247,1078457
5.9,2014-11-10,10:04:25,2014-11-10,21:04:25,-22.818,171.579,Southeast of Loyalty Islands.,36.0,FINL,920916,1078386
6.6,2014-11-07,03:33:58,2014-11-07,14:33:58,-6.113,148.286,"New Britain Region, PNG.",72.0,FINL,919439,1077760
6.9,2014-11-01,18:57:21,2014-11-02,05:57:21,-19.615,-177.696,Fiji Islands Region.,417.0,FINL,917689,1075146
5.9,2014-10-30,12:11:36,2014-10-30,23:11:36,-6.971,117.56,Bali Sea.,538.0,FINL,916826,1073862
6.0,2014-10-28,03:15:37,2014-10-28,14:15:37,-15.242,-174.536,Tonga Islands.,0.0,FINL,916035,1073183
6.5,2014-10-14,04:12:28,2014-10-14,15:12:28,-34.86,-179.684,S of Kermadec Islands.,0.0,FINL,910030,1066766
6.0,2014-10-13,05:13:42,2014-10-13,16:13:42,-46.222,166.083,"Off W Coast of South Island, NZ.",0.0,FINL,909366,1066254
6.0,2014-09-30,22:34:28,2014-10-01,08:34:28,-17.746,-178.464,Fiji Islands Region.,588.0,FINL,904232,1063145
6.0,2014-09-25,09:13:49,2014-09-25,19:13:49,-9.507,156.449,Solomon Islands.,0.0,FINL,902385,1058747
5.8,2014-09-20,07:15:45,2014-09-20,17:15:45,-17.505,-178.673,Fiji Islands Region.,540.0,FINL,900345,1057068
6.0,2014-09-17,06:11:51,2014-09-17,16:11:51,-15.985,168.13,Vanuatu Islands.,207.0,FINL,899141,1055413
6.2,2014-09-10,05:16:55,2014-09-10,15:16:55,-0.336,125.165,Southern Molucca Sea.,41.0,FINL,895802,1052170
6.6,2014-09-10,02:46:11,2014-09-10,12:46:11,-0.271,125.05,Southern Molucca Sea.,64.0,FINL,895743,1052087
6.1,2014-09-04,05:33:45,2014-09-04,15:33:45,-21.234,-173.267,Tonga Islands.,0.0,FINL,893661,1049575
6.0,2014-08-28,06:23:12,2014-08-28,16:23:12,-7.634,128.458,Banda Sea.,136.0,FINL,891193,1046828
5.8,2014-08-27,23:11:36,2014-08-28,09:11:36,-15.045,167.613,Vaunuatu Islands.,135.0,FINL,891070,1046617
5.8,2014-08-21,02:11:36,2014-08-21,12:11:36,-5.394,150.523,"New Britain Region, PNG.",41.0,FINL,888453,1044223
5.8,2014-08-17,02:38:26,2014-08-17,12:38:26,-7.061,125.414,Banda Sea.,486.0,FINL,886917,1042552
6.4,2014-08-06,11:45:25,2014-08-06,21:45:25,-7.293,128.02,Banda Sea.,20.0,FINL,883208,1038617
6.0,2014-08-03,00:26:47,2014-08-03,10:26:47,0.882,146.328,"E Caroline Islands, Micronesia.",53.0,FINL,882009,1037510
6.8,2014-08-03,00:22:07,2014-08-03,10:22:07,0.716,146.198,"E Caroline Islands, Micronesia.",44.0,FINL,881975,1037491
6.1,2014-07-29,13:27:46,2014-07-29,23:27:46,-3.555,146.578,Bismark Sea.,41.0,FINL,880503,1035606
6.1,2014-07-28,23:00:50,2014-07-29,09:00:50,-6.942,143.837,"New Guinea, PNG.",19.0,FINL,880223,1035224
6.9,2014-07-21,14:54:39,2014-07-22,00:54:39,-19.748,-178.285,Fiji Islands Region.,586.0,FINL,877785,1032835
6.4,2014-07-19,12:27:09,2014-07-19,22:27:09,-15.825,-174.397,Tonga Islands.,214.0,FINL,877061,1032381
5.8,2014-07-15,10:30:33,2014-07-15,20:30:33,-4.326,151.482,"New Britain Region, PNG.",22.0,FINL,875645,1030463
6.4,2014-07-14,08:00:02,2014-07-14,18:00:02,5.553,126.497,"Mindanao, Philippines.",54.0,FINL,875270,1030051
5.8,2014-07-08,12:56:27,2014-07-08,22:56:27,-17.652,168.524,Vanuatu Islands.,117.0,FINL,873305,1028338
6.0,2014-07-05,09:39:32,2014-07-05,19:39:32,2.057,97.014,"Northern Sumatra, Indonesia.",44.0,FINL,872229,1027167
6.6,2014-07-04,15:00:25,2014-07-05,01:00:25,-6.312,152.916,"New Britain Region, PNG.",5.0,FINL,871949,1027082
6.2,2014-07-03,19:50:09,2014-07-04,05:50:09,-30.192,-176.459,"Kermadec Islands Region, NZ.",39.0,FINL,871578,1025982
5.8,2014-06-29,18:24:31,2014-06-30,04:24:31,-15.278,-175.404,Tonga Islands.,0.0,FINL,869824,1024645
6.5,2014-06-29,17:15:07,2014-06-30,03:15:07,-15.041,-175.273,Tonga Islands.,0.0,FINL,869754,1024640
6.5,2014-06-29,15:52:26,2014-06-30,01:52:26,-14.804,-175.217,Samoa Islands Region.,21.0,FINL,869720,1024189
6.3,2014-06-23,20:06:18,2014-06-24,06:06:18,-30.378,-177.545,"Kermadec Islands, New Zealand.",0.0,FINL,868730,1022836
7.1,2014-06-23,19:19:13,2014-06-24,05:19:13,-30.027,-177.287,"Kermadec Islands, New Zealand.",0.0,FINL,868727,1022830
6.0,2014-06-23,13:47:44,2014-06-23,23:47:44,-6.478,146.217,"Eastern New Guinea Region, PNG.",127.0,FINL,869015,1023138
6.7,2014-06-19,10:18:00,2014-06-19,20:18:00,-13.561,166.813,Vanuatu Islands.,75.0,FINL,837310,952268
6.4,2014-06-14,11:11:02,2014-06-14,21:11:02,-9.994,90.958,South Indian Ocean.,14.0,FINL,835511,951053
6.1,2014-05-18,01:02:28,2014-05-18,11:02:28,4.317,92.821,"Off W Coast of Northern Sumatra, Indonesia.",0.0,FINL,823336,938530
6.1,2014-05-15,10:16:46,2014-05-15,20:16:46,9.281,122.112,"Negros, Philippines.",47.0,FINL,822067,936807
6.5,2014-05-15,08:16:34,2014-05-15,18:16:34,6.344,144.961,"E Caroline Islands, Micronesia.",1.0,FINL,821955,936806
6.5,2014-05-14,20:56:17,2014-05-15,06:56:17,6.273,144.977,"E Caroline Islands, Micronesia.",32.0,FINL,821780,936284
5.8,2014-05-09,14:03:59,2014-05-10,00:03:59,-18.317,-177.994,Fiji Islands Region.,529.0,FINL,818759,934542
5.9,2014-05-09,10:32:24,2014-05-09,20:32:24,-18.874,-175.476,Tonga Islands.,207.0,FINL,818612,934521
6.2,2014-05-07,04:20:44,2014-05-07,14:20:44,-7.126,154.772,Near Bougainville Island.,80.0,FINL,817578,932130
6.4,2014-05-04,09:25:15,2014-05-04,19:25:15,-25.737,178.442,S of Fiji Islands.,630.0,FINL,815760,930847
6.8,2014-05-04,09:15:53,2014-05-04,19:15:53,-24.524,179.137,S of Fiji Islands.,532.0,FINL,815675,930842
6.1,2014-05-02,08:43:36,2014-05-02,18:43:36,-3.847,127.463,"Seram, Indonesia.",39.0,FINL,814406,930759
5.8,2014-05-01,14:35:40,2014-05-02,00:35:40,2.017,98.044,"Northern Sumatra, Indonesia.",63.0,FINL,813855,928250
6.7,2014-05-01,06:36:39,2014-05-01,16:36:39,-21.457,170.507,Southeast of Loyalty Islands.,136.0,FINL,813561,928223
6.3,2014-04-26,06:02:15,2014-04-26,16:02:15,-20.606,-174.797,Tonga Islands.,0.0,FINL,810722,925909
6.2,2014-04-24,19:51:57,2014-04-25,05:51:57,-23.848,-176.315,South of Fiji Islands.,55.0,FINL,810084,925823
6.4,2014-04-20,00:16:01,2014-04-20,10:16:01,-7.015,155.381,"Bougainville Island Region, PNG.",73.0,FINL,820828,935145
7.8,2014-04-19,13:28:02,2014-04-19,23:28:02,-6.895,154.851,"Bougainville Island Region, PNG.",40.0,FINL,818056,932270
7.0,2014-04-19,01:04:09,2014-04-19,11:04:09,-6.944,155.051,Bougainville Island Region.,68.0,FINL,817999,932250
6.4,2014-04-18,04:13:19,2014-04-18,14:13:19,-11.064,164.705,Santa Cruz Islands Region.,59.0,FINL,804633,932142
5.8,2014-04-17,04:38:19,2014-04-17,14:38:19,4.449,122.949,Celebes Sea.,581.0,FINL,804132,922541
6.1,2014-04-14,06:29:48,2014-04-14,16:29:48,-11.274,161.976,Solomon Islands.,14.0,FINL,801965,916812
6.0,2014-04-13,13:25:05,2014-04-13,23:25:05,-11.256,161.959,Solomon Islands.,25.0,FINL,801110,916710
5.8,2014-04-13,12:46:44,2014-04-13,22:46:44,-11.393,162.449,Solomon Islands.,47.0,FINL,800923,916542
7.3,2014-04-13,12:36:21,2014-04-13,22:36:21,-11.5,162.051,Solomon Islands.,49.0,FINL,800846,916539
6.1,2014-04-12,20:24:48,2014-04-13,06:24:48,-11.264,162.339,Solomon Islands.,48.0,FINL,799414,915669
7.7,2014-04-12,20:14:42,2014-04-13,06:14:42,-11.28,162.162,Solomon Islands.,46.0,FINL,799329,915573
6.0,2014-04-12,15:59:33,2014-04-13,01:59:33,-7.399,155.064,"Bougainville Island Region, PNG.",43.0,FINL,799272,915547
6.2,2014-04-12,05:24:28,2014-04-12,15:24:28,-7.553,155.167,"Bougainville Island Region, PNG.",33.0,FINL,799034,915538
5.8,2014-04-11,14:33:46,2014-04-12,00:33:46,-6.774,154.99,"Bougainville Island Region, PNG.",43.0,FINL,798355,915469
6.9,2014-04-11,08:16:50,2014-04-11,18:16:50,-7.01,155.025,"Bougainville Island Region, PNG.",52.0,FINL,798004,915463
7.4,2014-04-11,07:07:24,2014-04-11,17:07:24,-6.672,155.075,"Bougainville Island Region, PNG.",67.0,FINL,797861,915441
5.8,2014-04-04,11:40:32,2014-04-04,22:40:32,-10.375,161.539,Solomon Islands.,54.0,FINL,794804,909618
5.9,2014-04-03,12:56:37,2014-04-03,23:56:37,-17.943,-178.259,Fiji Islands Region.,595.0,FINL,794381,908419
5.9,2014-03-31,13:41:02,2014-04-01,00:41:02,-8.301,146.939,"Eastern New Guinea Region, PNG.",26.0,FINL,792653,906553
5.8,2014-03-27,03:49:47,2014-03-27,14:49:47,-12.154,166.503,Santa Cruz Islands.,109.0,FINL,790212,904247
6.1,2014-03-26,03:29:38,2014-03-26,14:29:38,-25.99,179.425,S of Fiji Islands.,506.0,FINL,789391,903752
5.8,2014-03-23,04:31:01,2014-03-23,15:31:01,-20.562,-178.728,Fiji Islands Region.,602.0,FINL,787522,901766
6.6,2014-03-21,13:41:09,2014-03-22,00:41:09,7.705,94.323,"Nicobar Islands, India Region.",17.0,FINL,786267,901647
6.1,2014-03-11,22:03:18,2014-03-12,09:03:18,-3.347,148.438,"Bismarck Sea, PNG.",65.0,FINL,780551,893884
6.3,2014-03-05,09:56:58,2014-03-05,20:56:58,-14.721,169.947,Vanuatu Islands.,644.0,FINL,776726,890377
5.8,2014-03-02,19:39:00,2014-03-03,06:39:00,-6.281,154.882,Solomon Islands.,77.0,FINL,775804,889481
5.9,2014-02-18,10:12:20,2014-02-18,21:12:20,-5.027,153.741,"New Ireland Region, PNG.",157.0,FINL,771484,884540
5.9,2014-02-17,01:06:04,2014-02-17,12:06:04,-30.102,-176.889,"Kermadec Islands Region, NZ.",61.0,FINL,770840,884025
6.3,2014-02-09,14:56:40,2014-02-10,01:56:40,-6.022,154.527,Solomon Islands Region.,47.0,FINL,768131,880977
6.4,2014-02-07,08:40:17,2014-02-07,19:40:17,-15.102,167.417,"Near Espiritu Santo, Vanuatu.",154.0,FINL,767155,880886
6.1,2014-02-03,22:36:43,2014-02-04,09:36:43,-7.159,128.259,Banda Sea.,38.0,FINL,765397,878254
6.5,2014-02-02,09:26:32,2014-02-02,20:26:32,-32.921,-177.622,South of Kermadec Islands.,5.0,FINL,764578,877508
6.3,2014-01-25,05:14:21,2014-01-25,16:14:21,-8.193,109.247,"Java, Indonesia.",73.0,FINL,760950,874622
5.9,2014-01-21,01:29:10,2014-01-21,12:29:10,-15.216,-174.781,Tonga Islands.,0.0,FINL,759333,871737
6.1,2014-01-20,02:52:52,2014-01-20,13:52:52,-40.472,175.789,"Near Eketahuna, NZ.",81.0,FINL,759074,871397
5.8,2014-01-14,14:59:34,2014-01-15,01:59:34,-16.377,-173.078,Tonga Islands.,7.0,FINL,757322,869522
6.2,2014-01-09,06:39:35,2014-01-09,17:39:35,-11.617,166.445,Santa Cruz Islands.,65.0,FINL,755317,867416
6.8,2014-01-01,16:03:33,2014-01-02,03:03:33,-13.839,167.301,Vanuatu Islands.,230.0,FINL,752324,866246
5.8,2013-12-29,15:37:37,2013-12-30,02:37:37,1.344,126.298,Northern Molucca Sea.,39.0,FINL,750908,866162
5.8,2013-12-28,19:06:13,2013-12-29,06:06:13,-18.211,-174.158,Tonga Islands.,76.0,FINL,750271,861916
5.8,2013-12-19,21:34:14,2013-12-20,08:34:14,-6.956,128.352,Banda Sea.,19.0,FINL,746624,858236
5.8,2013-12-04,14:55:42,2013-12-05,01:55:42,-25.301,178.315,South of Fiji Islands.,588.0,FINL,739756,851303
5.9,2013-12-03,23:58:58,2013-12-04,10:58:58,6.322,126.101,"Mindanao, Philippines.",95.0,FINL,739995,851270
5.8,2013-12-02,02:15:02,2013-12-02,13:15:02,-21.272,170.309,Southeast of Loyalty Islands.,151.0,FINL,738707,850269
5.9,2013-12-01,06:30:00,2013-12-01,17:30:00,2.047,96.917,"Northern Sumatra, Indonesia.",24.0,FINL,738203,849910
6.9,2013-12-01,01:24:12,2013-12-01,12:24:12,-7.033,128.419,Banda Sea.,0.0,FINL,738060,849893
5.8,2013-11-24,11:10:00,2013-11-24,22:10:00,-21.568,-179.174,Fiji Islands Region.,607.0,FINL,735607,847245
6.4,2013-11-23,07:48:32,2013-11-23,18:48:32,-17.089,-176.485,Fiji Islands Region.,374.0,FINL,735069,847191
6.2,2013-11-19,15:16:50,2013-11-20,02:16:50,8.793,138.541,"Yap Island Region, Micronesia.",23.0,FINL,733311,844705
6.4,2013-11-19,13:32:54,2013-11-20,00:32:54,2.646,128.536,"Halmahera, Indonesia.",64.0,FINL,733157,844703
5.8,2013-11-07,16:46:35,2013-11-08,03:46:35,-22.237,171.699,SE of Loyalty Islands.,100.0,FINL,727592,838775
6.0,2013-11-03,11:03:40,2013-11-03,22:03:40,4.584,123.416,Celebes Sea.,549.0,FINL,725876,837587
5.8,2013-11-03,02:42:55,2013-11-03,13:42:55,-5.923,148.876,"New Britain Region, PNG.",100.0,FINL,725555,837241
6.3,2013-11-02,18:53:45,2013-11-03,05:53:45,-19.195,-172.292,Tonga Islands Region.,0.0,FINL,725066,837586
5.8,2013-10-29,10:37:59,2013-10-29,21:37:59,-61.485,154.786,Balleny Islands Region.,27.0,FINL,722676,833842
6.2,2013-10-24,20:32:42,2013-10-25,07:32:42,-22.477,-176.41,Tonga Islands Region.,97.0,FINL,720491,831313
5.9,2013-10-23,08:23:30,2013-10-23,19:23:30,-22.997,-176.762,S of Fiji Islands.,170.0,FINL,719907,830803
7.2,2013-10-16,10:31:00,2013-10-16,21:31:00,-6.533,155.014,"Bougainville, PNG.",45.0,FINL,716871,827962
6.1,2013-10-15,08:42:58,2013-10-15,19:42:58,9.587,123.811,"Panglao, Philippines.",86.0,FINL,716170,827206
7.3,2013-10-15,00:12:38,2013-10-15,11:12:38,9.625,124.041,"Bohol, Philippines.",56.0,FINL,715736,827172
6.0,2013-10-13,17:32:45,2013-10-14,04:32:45,4.074,96.023,"Northern Sumatra, Indonesia.",41.0,FINL,715136,825785
5.8,2013-10-12,14:30:10,2013-10-13,01:30:10,0.615,122.188,"Minahassa Peninsula, Indonesia.",107.0,FINL,714749,825693
6.1,2013-10-11,21:24:59,2013-10-12,08:24:59,-30.363,-178.316,"Kermadec Islands, New Zealand.",145.0,FINL,714464,825681
6.8,2013-09-30,05:55:56,2013-09-30,15:55:56,-30.813,-177.572,"Kermadec Islands, NZ.",68.0,FINL,709196,820358
5.8,2013-09-28,11:13:47,2013-09-28,21:13:47,-16.446,-173.791,Tonga Islands.,56.0,FINL,708568,819842
6.0,2013-09-21,01:39:15,2013-09-21,11:39:15,-7.308,119.958,Flores Sea.,538.0,FINL,705483,814355
6.2,2013-09-02,04:30:22,2013-09-02,14:30:22,-6.716,155.033,Solomon Islands.,76.0,FINL,697447,805511
6.4,2013-09-01,11:52:30,2013-09-01,21:52:30,-7.633,128.309,Banda Sea.,102.0,FINL,697135,804952
6.2,2013-08-30,02:11:03,2013-08-30,12:11:03,-4.458,151.626,"New Britain Region, PNG.",213.0,FINL,695781,804919
6.0,2013-08-28,02:54:42,2013-08-28,12:54:42,-27.582,179.872,Kermadec Islands Region.,492.0,FINL,695026,803113
5.8,2013-08-16,05:31:17,2013-08-16,15:31:17,-41.476,174.328,"Cook Strait, NZ.",13.0,FINL,691122,799896
6.8,2013-08-16,02:31:08,2013-08-16,12:31:08,-41.781,174.09,"Near Seddon, South Island, NZ.",5.0,FINL,690892,798410
6.2,2013-08-12,00:53:44,2013-08-12,10:53:44,-7.218,129.838,Banda Sea.,92.0,FINL,688885,796812
6.2,2013-08-06,17:22:00,2013-08-07,03:22:00,-16.801,167.429,Vanuatu Islands.,40.0,FINL,686800,794102
6.1,2013-08-06,16:46:23,2013-08-07,02:46:23,-16.841,167.389,Vanuatu Islands.,23.0,FINL,686732,794067
6.1,2013-08-01,20:01:38,2013-08-02,06:01:38,-15.245,-173.435,Tonga Islands.,0.0,FINL,684942,792120
6.1,2013-07-24,03:32:33,2013-07-24,13:32:33,-22.961,-176.877,S of Fiji Islands.,163.0,FINL,681515,788836
6.6,2013-07-21,05:09:34,2013-07-21,15:09:34,-41.648,174.184,"Cook Strait, New Zealand.",20.0,FINL,680116,787590
6.5,2013-07-07,20:30:07,2013-07-08,06:30:07,-6.049,149.779,"New Britain Region, PNG.",63.0,FINL,675486,782186
7.1,2013-07-07,18:35:28,2013-07-08,04:35:28,-3.94,154.013,"New Ireland Region, PNG.",365.0,FINL,675344,782184
6.1,2013-07-06,05:05:08,2013-07-06,15:05:08,-3.248,100.563,"Southern Sumatra, Indonesia.",30.0,FINL,674983,782160
6.0,2013-07-04,17:16:00,2013-07-05,03:16:00,-7.027,155.787,Solomon Islands.,74.0,FINL,674646,781224
6.0,2013-07-02,07:37:02,2013-07-02,17:37:02,4.642,96.773,"Northern Sumatra, Indonesia.",0.0,FINL,673569,780341
6.0,2013-06-27,08:38:10,2013-06-27,18:38:10,1.015,127.128,"Halmahera, Indonesia.",139.0,FINL,672186,778741
5.8,2013-06-26,22:59:02,2013-06-27,08:59:02,-0.21,125.154,Southern Molucca Sea.,54.0,FINL,672050,778815
5.8,2013-06-24,09:55:48,2013-06-24,19:55:48,-6.619,148.639,"New Britain Region, PNG.",55.0,FINL,671388,777790
5.8,2013-06-15,11:20:37,2013-06-15,21:20:37,-33.632,179.581,S of Kermadec Islands.,191.0,FINL,668498,775399
6.7,2013-06-13,16:47:22,2013-06-14,02:47:22,-10.018,107.25,"South of Java, Indonesia.",1.0,FINL,667957,774157
6.0,2013-06-07,12:54:11,2013-06-07,22:54:11,-23.779,179.254,South of Fiji Islands.,573.0,FINL,665743,772769
6.5,2013-06-05,04:47:29,2013-06-05,14:47:29,-11.358,166.275,Santa Cruz Islands.,57.0,FINL,664936,770921
5.9,2013-06-02,20:08:32,2013-06-03,06:08:32,7.24,125.041,"Mindanao, Philippines.",59.0,FINL,664003,769638
5.8,2013-06-01,17:32:53,2013-06-02,03:32:53,-7.034,155.942,Solomon Islands.,82.0,FINL,663372,769563
5.9,2013-05-25,10:32:56,2013-05-25,20:32:56,-7.85,128.038,Banda Sea.,106.0,FINL,660921,767029
5.9,2013-05-24,11:10:52,2013-05-24,21:10:52,-24.185,-174.989,South of Tonga Islands.,33.0,FINL,660233,766934
6.3,2013-05-23,21:15:56,2013-05-24,07:15:56,-20.48,-175.718,Tonga Islands.,123.0,FINL,659480,765166
7.5,2013-05-23,17:19:03,2013-05-24,03:19:03,-23.022,-176.846,S of Fiji Islands.,174.0,FINL,659224,765141
5.9,2013-05-17,06:43:19,2013-05-17,16:43:19,-11.137,165.139,Santa Cruz Islands.,25.0,FINL,656080,762808
5.9,2013-05-15,03:36:03,2013-05-15,13:36:03,-4.576,152.865,"New Britain Region, PNG.",79.0,FINL,655046,760553
6.5,2013-05-11,20:46:54,2013-05-12,06:46:54,-17.811,-175.04,Tonga Islands.,172.0,FINL,653429,759009
5.8,2013-05-07,10:10:53,2013-05-07,20:10:53,-19.548,175.124,South of Fiji Islands.,50.0,FINL,652131,757244
5.9,2013-04-23,23:14:42,2013-04-24,09:14:42,-3.886,152.225,"New Ireland Region, PNG.",21.0,FINL,647308,752017
5.9,2013-04-20,04:51:10,2013-04-20,14:51:10,-6.326,130.213,Banda Sea.,91.0,FINL,645353,750972
6.2,2013-04-19,17:51:39,2013-04-20,03:51:39,-12.079,121.539,"S of Timor, Indonesia.",0.0,FINL,644852,750842
6.8,2013-04-16,22:55:28,2013-04-17,08:55:28,-3.301,142.555,"Near N Coast of New Guinea, PNG.",20.0,FINL,642827,747361
5.8,2013-04-16,10:00:26,2013-04-16,20:00:26,-6.614,154.59,Solomon Islands.,36.0,FINL,642355,747274
6.7,2013-04-14,01:32:26,2013-04-14,11:32:26,-6.558,154.612,"Bougainville Region, PNG.",54.0,FINL,641245,746072
5.8,2013-04-13,22:49:52,2013-04-14,08:49:52,-19.065,169.549,Vanuatu Islands.,300.0,FINL,641102,746139
7.0,2013-04-06,04:42:36,2013-04-06,15:42:36,-3.562,138.533,"Irian Jaya, Indonesia.",70.0,FINL,636963,742272
5.9,2013-04-05,17:35:30,2013-04-06,04:35:30,0.077,98.654,"Northern Sumatra, Indonesia.",43.0,FINL,638545,742664
6.2,2013-03-24,08:13:46,2013-03-24,19:13:46,-20.692,173.51,Vanuatu Islands Region.,21.0,FINL,631605,735750
6.7,2013-03-10,22:51:54,2013-03-11,09:51:54,-6.847,148.189,"New Britain Region, PNG.",51.0,FINL,626368,730738
5.9,2013-02-28,03:09:53,2013-02-28,14:09:53,-17.869,167.398,Vanuatu Islands.,87.0,FINL,622070,726741
6.0,2013-02-23,11:09:22,2013-02-23,22:09:22,-8.521,127.452,Timor Region.,35.0,FINL,620153,723961
6.2,2013-02-23,08:59:17,2013-02-23,19:59:17,-10.574,165.222,Santa Cruz Islands.,82.0,FINL,620087,723864
5.8,2013-02-18,16:32:44,2013-02-19,03:32:44,-30.61,-177.387,"Kermadec Islands, New Zealand.",42.0,FINL,618239,721823
5.9,2013-02-18,12:19:24,2013-02-18,23:19:24,-30.494,-177.941,"Kermadec Islands, NZ.",84.0,FINL,618063,721332
6.0,2013-02-16,04:37:38,2013-02-16,15:37:38,5.771,125.809,"Mindanao, Philippines.",121.0,FINL,616729,720754
5.9,2013-02-15,03:02:21,2013-02-15,14:02:21,-19.571,-174.454,Tonga Islands.,49.0,FINL,616344,720775
6.0,2013-02-11,20:10:00,2013-02-12,07:10:00,-11.09,165.473,Santa Cruz Islands.,44.0,FINL,614805,717812
6.1,2013-02-11,09:40:21,2013-02-11,20:40:21,-10.774,167.207,Santa Cruz Islands.,40.0,FINL,614668,717830
6.3,2013-02-10,18:39:36,2013-02-11,05:39:36,-10.933,165.426,Santa Cruz Islands.,39.0,FINL,614327,717614
6.0,2013-02-10,09:37:08,2013-02-10,20:37:08,-18.375,-174.422,Tonga Islands.,98.0,FINL,614114,717622
6.1,2013-02-09,22:14:34,2013-02-10,09:14:34,-10.897,166.06,Santa Cruz Islands.,42.0,FINL,613671,717503
6.5,2013-02-09,21:02:26,2013-02-10,08:02:26,-11.003,165.857,Santa Cruz Islands.,42.0,FINL,613566,717499
6.0,2013-02-08,17:59:53,2013-02-09,04:59:53,-6.307,154.833,Solomon Islands.,88.0,FINL,612573,717183
7.0,2013-02-08,15:26:40,2013-02-09,02:26:40,-10.883,166.139,Santa Cruz Islands.,32.0,FINL,612370,717230
7.0,2013-02-08,11:12:16,2013-02-08,22:12:16,-11.04,165.981,Santa Cruz Islands.,34.0,FINL,611914,717168
6.7,2013-02-07,18:59:20,2013-02-08,05:59:20,-10.947,165.766,Santa Cruz Islands.,42.0,FINL,611275,717052
6.3,2013-02-07,00:30:16,2013-02-07,11:30:16,-11.628,164.953,Santa Cruz Islands.,47.0,FINL,610446,714246
5.8,2013-02-06,13:54:56,2013-02-07,00:54:56,-10.728,166.796,Santa Cruz Islands.,33.0,FINL,609647,713142
5.8,2013-02-06,12:44:32,2013-02-06,23:44:32,-11.53,165.593,Santa Cruz Islands.,28.0,FINL,609531,713122
5.9,2013-02-06,10:20:38,2013-02-06,21:20:38,-10.782,165.387,Santa Cruz Islands.,37.0,FINL,609216,712816
5.8,2013-02-06,06:53:24,2013-02-06,17:53:24,-10.681,164.953,Santa Cruz Islands.,37.0,FINL,608685,714114
6.1,2013-02-06,06:35:23,2013-02-06,17:35:23,-10.736,164.477,Santa Cruz Islands.,32.0,FINL,608601,714113
5.9,2013-02-06,03:49:47,2013-02-06,14:49:47,-10.591,165.566,Santa Cruz Islands.,30.0,FINL,608059,713148
5.9,2013-02-06,02:30:51,2013-02-06,13:30:51,-10.829,164.966,Santa Cruz Islands.,30.0,FINL,607589,712795
7.0,2013-02-06,01:54:15,2013-02-06,12:54:15,-10.479,165.772,Santa Cruz Islands.,10.0,FINL,2739386,2156540
6.6,2013-02-06,01:23:23,2013-02-06,12:23:23,-11.275,165.023,Santa Cruz Islands.,27.0,FINL,607152,712613
5.8,2013-02-06,01:22:15,2013-02-06,12:22:15,-11.281,165.646,Santa Cruz Islands.,30.0,FINL,607166,712842
